Tarposition(deg)	position(deg)	Current(A)
0.00000000 242.03617859 0.05628702
0.00000000 242.47566223 0.05611276
0.00000000 242.91510010 0.05527237
0.00000000 243.29966736 0.05415560
0.00000000 243.73912048 0.05300292
0.00000000 244.12365723 0.05241696
0.00000000 244.39833069 0.05223506
0.00000000 244.72792053 0.05215276
0.00000000 244.94764709 0.05267382
0.00000000 245.05752563 0.05319842
0.00000000 245.16738892 0.05387065
0.00000000 245.27725220 0.05503421
0.00000000 245.33216858 0.05644756
0.00000000 245.38713074 0.05781677
0.00000000 245.55191040 0.05941807
0.00000000 245.60684204 0.06110812
0.00000000 245.66180420 0.06349771
0.00000000 245.77166748 0.06584667
0.00000000 245.82661438 0.06824794
0.00000000 245.88154602 0.07115342
0.00000000 245.93647766 0.07391971
0.00000000 245.99140930 0.07601263
0.00000000 246.04632568 0.07802364
0.00000000 246.04632568 0.07986782
0.00000000 246.10125732 0.08136643
0.00000000 246.15618896 0.08241740
0.00000000 246.21113586 0.08340156
0.00000000 246.26606750 0.08387135
0.00000000 246.37593079 0.08401299
0.00000000 246.54072571 0.08373201
0.00000000 246.81539917 0.08297952
0.00000000 247.14498901 0.08189918
0.00000000 247.52955627 0.07948440
0.00000000 248.02392578 0.07684325
0.00000000 248.62818909 0.07404967
0.00000000 249.12258911 0.07190306
0.00000000 249.45219421 0.07013821
0.00000000 249.78176880 0.06836726
0.00000000 250.05647278 0.06701039
0.00000000 250.33114624 0.06554666
0.00000000 250.66072083 0.06401231
0.00000000 250.99032593 0.06362571
0.00000000 251.21006775 0.06338446
0.00000000 251.37484741 0.06362923
0.00000000 251.59458923 0.06382115
0.00000000 251.75936890 0.06450424
0.00000000 251.92422485 0.06509446
0.00000000 252.19886780 0.06550864
0.00000000 252.52845764 0.06566252
0.00000000 252.96792603 0.06524368
0.00000000 253.57220459 0.06453058
0.00000000 253.95672607 0.06353623
0.00000000 254.39617920 0.06276476
0.00000000 254.67086792 0.06225774
0.00000000 255.05538940 0.06152691
0.00000000 255.33006287 0.06129111
0.00000000 255.60473633 0.06113341
0.00000000 255.82444763 0.06160125
0.00000000 255.98925781 0.06197703
0.00000000 256.09912109 0.06301310
0.00000000 256.20901489 0.06395742
0.00000000 256.31887817 0.06487531
0.00000000 256.42874146 0.06606390
0.00000000 256.59353638 0.06775189
0.00000000 256.75833130 0.06916383
0.00000000 256.97805786 0.07052661
0.00000000 257.19781494 0.07178511
0.00000000 257.47244263 0.07211260
0.00000000 257.91189575 0.07113804
0.00000000 258.46124268 0.06967766
0.00000000 258.84582520 0.06841444
0.00000000 259.28527832 0.06693845
0.00000000 259.61486816 0.06601601
0.00000000 259.88952637 0.06518675
0.00000000 260.21911621 0.06388557
0.00000000 260.49377441 0.06259322
0.00000000 260.76846313 0.06203052
0.00000000 261.04312134 0.06200138
0.00000000 261.20791626 0.06221474
0.00000000 261.31777954 0.06261394
0.00000000 261.42764282 0.06356560
0.00000000 261.53753662 0.06450777
0.00000000 261.70233154 0.06582173
0.00000000 261.81219482 0.06748269
0.00000000 262.08685303 0.06956606
0.00000000 262.25164795 0.07084193
0.00000000 262.47140503 0.07209352
0.00000000 262.74603271 0.07248890
0.00000000 263.13055420 0.07159248
0.00000000 263.46020508 0.07068362
0.00000000 264.00949097 0.07042477
0.00000000 264.28417969 0.07068907
0.00000000 264.39404297 0.07146009
0.00000000 264.50393677 0.07226717
0.00000000 264.55886841 0.07324613
0.00000000 264.72363281 0.07378110
0.00000000 264.83349609 0.07426680
0.00000000 264.88845825 0.07459743
0.00000000 264.94338989 0.07553496
0.00000000 265.05328369 0.07620323
0.00000000 265.10821533 0.07713591
0.00000000 265.27297974 0.07807097
0.00000000 265.38287354 0.07907822
0.00000000 265.49273682 0.08044179
0.00000000 265.65750122 0.08183500
0.00000000 265.82232666 0.08318957
0.00000000 265.93218994 0.08386051
0.00000000 266.04205322 0.08448075
0.00000000 266.09698486 0.08537655
0.00000000 266.15194702 0.08599084
0.00000000 266.20684814 0.08686925
0.00000000 266.26177979 0.08791937
0.00000000 266.31671143 0.08906636
0.00000000 266.37164307 0.08968896
0.00000000 266.42657471 0.09050437
0.00000000 266.53646851 0.09106826
0.00000000 266.70123291 0.09118361
0.00000000 266.86605835 0.09168738
0.00000000 267.08581543 0.09208793
0.00000000 267.30551147 0.09190720
0.00000000 267.52523804 0.09145311
0.00000000 268.07458496 0.08971235
0.00000000 268.51403809 0.08759706
0.00000000 268.95352173 0.08503985
0.00000000 269.39300537 0.08276138
0.00000000 269.83245850 0.08051375
0.00000000 270.16204834 0.07876373
0.00000000 270.43673706 0.07697060
0.00000000 270.71139526 0.07571410
0.00000000 270.93109131 0.07500164
0.00000000 271.09591675 0.07488440
0.00000000 271.26074219 0.07527211
0.00000000 271.42553711 0.07550949
0.00000000 271.59033203 0.07607925
0.00000000 271.75512695 0.07710572
0.00000000 271.86499023 0.07831248
0.00000000 271.97485352 0.08016202
0.00000000 272.02978516 0.08263736
0.00000000 272.13964844 0.08486319
0.00000000 272.30447388 0.08618959
0.00000000 272.52416992 0.08687447
0.00000000 272.74392700 0.08688455
0.00000000 273.12844849 0.08595831
0.00000000 273.56790161 0.08378338
0.00000000 274.11724854 0.08171707
0.00000000 274.55670166 0.07981967
0.00000000 274.94125366 0.07781178
0.00000000 275.32577515 0.07622438
0.00000000 275.65539551 0.07494719
0.00000000 275.98498535 0.07326677
0.00000000 276.31457520 0.07184575
0.00000000 276.64419556 0.07113525
0.00000000 276.91885376 0.07105269
0.00000000 277.08364868 0.07093206
0.00000000 277.24844360 0.07096570
0.00000000 277.52313232 0.07124391
0.00000000 277.79776001 0.07143110
0.00000000 278.07241821 0.07151628
0.00000000 278.45700073 0.07151570
0.00000000 278.84152222 0.07122731
0.00000000 279.28097534 0.07101640
0.00000000 279.66549683 0.07106206
0.00000000 280.05007935 0.07087834
0.00000000 280.26977539 0.07093388
0.00000000 280.43460083 0.07165527
0.00000000 280.59936523 0.07254151
0.00000000 280.87405396 0.07316604
0.00000000 281.03884888 0.07326906
0.00000000 281.20364380 0.07340352
0.00000000 281.36843872 0.07405163
0.00000000 281.47830200 0.07505176
0.00000000 281.58816528 0.07643191
0.00000000 281.64309692 0.07833256
0.00000000 281.69805908 0.08027206
0.00000000 281.75299072 0.08266830
0.00000000 281.75299072 0.08521983
0.00000000 281.80792236 0.08744295
0.00000000 281.91778564 0.08917744
0.00000000 281.97271729 0.09116978
0.00000000 281.97271729 0.09276643
0.00000000 282.02764893 0.09406982
0.00000000 282.08258057 0.09550491
0.00000000 282.13751221 0.09678333
0.00000000 282.24737549 0.09793124
0.00000000 282.30230713 0.09879923
0.00000000 282.41217041 0.09915271
0.00000000 282.57699585 0.09919478
0.00000000 282.74179077 0.09876626
0.00000000 282.96151733 0.09763546
0.00000000 283.40097046 0.09568234
0.00000000 283.78552246 0.09308724
0.00000000 284.33486938 0.09045391
0.00000000 284.82925415 0.08794545
0.00000000 285.15884399 0.08581172
0.00000000 285.48843384 0.08420283
0.00000000 285.81805420 0.08273921
0.00000000 286.09271240 0.08128727
0.00000000 286.42233276 0.08004509
0.00000000 286.69696045 0.07924820
0.00000000 286.86175537 0.07901876
0.00000000 287.02661133 0.07933899
0.00000000 287.13644409 0.07984520
0.00000000 287.24633789 0.08052205
0.00000000 287.35620117 0.08127853
0.00000000 287.46603394 0.08290538
0.00000000 287.63085938 0.08443218
0.00000000 287.79565430 0.08581879
0.00000000 288.01538086 0.08690483
0.00000000 288.29003906 0.08765861
0.00000000 288.61962891 0.08688009
0.00000000 289.05911255 0.08571926
0.00000000 289.49856567 0.08458824
0.00000000 289.93804932 0.08354899
0.00000000 290.26763916 0.08289826
0.00000000 290.54232788 0.08211936
0.00000000 290.76202393 0.08143251
0.00000000 290.98178101 0.08075928
0.00000000 291.25643921 0.08028731
0.00000000 291.47619629 0.08000488
0.00000000 291.69592285 0.07970548
0.00000000 291.86071777 0.07990044
0.00000000 291.97058105 0.08077483
0.00000000 292.08044434 0.08165123
0.00000000 292.13537598 0.08249364
0.00000000 292.24526978 0.08408288
0.00000000 292.35510254 0.08586559
0.00000000 292.46496582 0.08745192
0.00000000 292.57485962 0.08949528
0.00000000 292.68469238 0.09060577
0.00000000 292.84948730 0.09111319
0.00000000 293.01431274 0.09161295
0.00000000 293.23406982 0.09196417
0.00000000 293.61859131 0.09147425
0.00000000 293.94818115 0.09022611
0.00000000 294.38763428 0.08864497
0.00000000 294.77215576 0.08700711
0.00000000 295.04684448 0.08624328
0.00000000 295.32150269 0.08557716
0.00000000 295.54122925 0.08533340
0.00000000 295.70602417 0.08521005
0.00000000 295.87084961 0.08513615
0.00000000 296.03564453 0.08511299
0.00000000 296.20043945 0.08477353
0.00000000 296.42016602 0.08442122
0.00000000 296.58496094 0.08447527
0.00000000 296.74978638 0.08497835
0.00000000 296.85964966 0.08574290
0.00000000 296.96951294 0.08694535
0.00000000 297.02444458 0.08890302
0.00000000 297.07937622 0.09108298
0.00000000 297.13430786 0.09310065
0.00000000 297.18923950 0.09469566
0.00000000 297.24417114 0.09623846
0.00000000 297.29910278 0.09738687
0.00000000 297.40896606 0.09851762
0.00000000 297.51885986 0.09947611
0.00000000 297.57379150 0.10040103
0.00000000 297.62872314 0.10152233
0.00000000 297.73858643 0.10268249
0.00000000 297.79351807 0.10378886
0.00000000 297.90338135 0.10463901
0.00000000 297.95831299 0.10525200
0.00000000 298.12310791 0.10531136
0.00000000 298.28790283 0.10517905
0.00000000 298.50765991 0.10463443
0.00000000 298.78231812 0.10309225
0.00000000 299.22177124 0.10100235
0.00000000 299.66125488 0.09881841
0.00000000 299.99084473 0.09706623
0.00000000 300.21057129 0.09559634
0.00000000 300.48522949 0.09451936
0.00000000 300.70498657 0.09373385
0.00000000 300.86975098 0.09339990
0.00000000 300.97961426 0.09337131
0.00000000 301.14443970 0.09309644
0.00000000 301.30923462 0.09259451
0.00000000 301.52896118 0.09216020
0.00000000 301.74868774 0.09217190
0.00000000 301.91354370 0.09239633
0.00000000 302.07830811 0.09309856
0.00000000 302.18817139 0.09426501
0.00000000 302.24313354 0.09631900
0.00000000 302.35299683 0.09885196
0.00000000 302.40792847 0.10073277
0.00000000 302.46282959 0.10242248
0.00000000 302.51776123 0.10387700
0.00000000 302.57269287 0.10525311
0.00000000 302.62765503 0.10661210
0.00000000 302.68258667 0.10734779
0.00000000 302.73751831 0.10827737
0.00000000 302.73751831 0.10934327
0.00000000 302.79244995 0.11022387
0.00000000 302.95724487 0.11111509
0.00000000 303.01217651 0.11162927
0.00000000 303.12203979 0.11190159
0.00000000 303.28683472 0.11171906
0.00000000 303.45162964 0.11159188
0.00000000 303.61642456 0.11107643
0.00000000 303.89114380 0.10984961
0.00000000 304.27566528 0.10829637
0.00000000 304.60525513 0.10628997
0.00000000 304.93484497 0.10463662
0.00000000 305.31936646 0.10335728
0.00000000 305.59405518 0.10246255
0.00000000 305.75881958 0.10202618
0.00000000 305.97857666 0.10171747
0.00000000 306.14334106 0.10144352
0.00000000 306.30819702 0.10100822
0.00000000 306.58285522 0.10040966
0.00000000 306.74765015 0.09993251
0.00000000 306.96737671 0.09981456
0.00000000 307.13217163 0.09988859
0.00000000 307.29699707 0.10025746
0.00000000 307.35189819 0.10134131
0.00000000 307.40682983 0.10260674
0.00000000 307.46176147 0.10438678
0.00000000 307.51672363 0.10605539
0.00000000 307.57165527 0.10794847
0.00000000 307.62658691 0.10905778
0.00000000 307.68151855 0.10986175
0.00000000 307.73641968 0.11100758
0.00000000 307.79135132 0.11166190
0.00000000 307.84628296 0.11274612
0.00000000 307.95617676 0.11369856
0.00000000 308.12100220 0.11429643
0.00000000 308.23086548 0.11470611
0.00000000 308.39566040 0.11474233
0.00000000 308.61538696 0.11387391
0.00000000 309.05484009 0.11203143
0.00000000 309.43936157 0.10981090
0.00000000 309.82391357 0.10756774
0.00000000 310.20843506 0.10544237
0.00000000 310.48309326 0.10368197
0.00000000 310.70285034 0.10257650
0.00000000 310.86764526 0.10185144
0.00000000 311.14230347 0.10157289
0.00000000 311.25216675 0.10133360
0.00000000 311.36203003 0.10124917
0.00000000 311.52682495 0.10073183
0.00000000 311.74658203 0.09999332
0.00000000 312.02124023 0.09987059
0.00000000 312.18603516 0.10023587
0.00000000 312.29589844 0.10119408
0.00000000 312.40576172 0.10301614
0.00000000 312.46072388 0.10487028
0.00000000 312.51565552 0.10696532
0.00000000 312.57058716 0.10916339
0.00000000 312.62551880 0.11118691
0.00000000 312.68045044 0.11247060
0.00000000 312.73538208 0.11371069
0.00000000 312.79031372 0.11508810
0.00000000 312.84524536 0.11583650
0.00000000 312.90017700 0.11631286
0.00000000 312.95510864 0.11723785
0.00000000 313.01004028 0.11808033
0.00000000 313.06497192 0.11894043
0.00000000 313.17483521 0.11995760
0.00000000 313.22976685 0.12052005
0.00000000 313.33966064 0.12054525
0.00000000 313.44952393 0.12041914
0.00000000 313.61431885 0.12006199
0.00000000 313.83404541 0.11897840
0.00000000 314.05377197 0.11729857
0.00000000 314.38336182 0.11520384
0.00000000 314.82284546 0.11295226
0.00000000 315.20736694 0.11078576
0.00000000 315.53695679 0.10928539
0.00000000 315.75671387 0.10847453
0.00000000 315.92147827 0.10840774
0.00000000 315.97644043 0.10888493
0.00000000 316.03137207 0.10961621
0.00000000 316.08633423 0.10978715
0.00000000 316.14123535 0.11052851
0.00000000 316.19616699 0.11145433
0.00000000 316.25109863 0.11213371
0.00000000 316.30603027 0.11312702
0.00000000 316.36096191 0.11442089
0.00000000 316.47085571 0.11585417
0.00000000 316.58068848 0.11730423
0.00000000 316.69055176 0.11851444
0.00000000 316.85537720 0.11985324
0.00000000 316.96527100 0.12086600
0.00000000 317.07510376 0.12135800
0.00000000 317.18496704 0.12190400
0.00000000 317.23989868 0.12220982
0.00000000 317.29486084 0.12246865
0.00000000 317.34979248 0.12304047
0.00000000 317.40472412 0.12379055
0.00000000 317.40472412 0.12444822
0.00000000 317.45962524 0.12498892
0.00000000 317.45962524 0.12564091
0.00000000 317.51455688 0.12619767
0.00000000 317.51455688 0.12699498
0.00000000 317.56948853 0.12795867
0.00000000 317.62442017 0.12891777
0.00000000 317.62442017 0.12980093
0.00000000 317.62442017 0.13102722
0.00000000 317.67938232 0.13217844
0.00000000 317.67938232 0.13312265
0.00000000 317.67938232 0.13385409
0.00000000 317.67938232 0.13461602
0.00000000 317.67938232 0.13554005
0.00000000 317.67938232 0.13608979
0.00000000 317.73431396 0.13698168
0.00000000 317.73431396 0.13767739
0.00000000 317.73431396 0.13832138
0.00000000 317.78924561 0.13862149
0.00000000 317.78924561 0.13905551
0.00000000 317.84417725 0.13930890
0.00000000 317.89910889 0.13956816
0.00000000 317.89910889 0.13994916
0.00000000 317.95404053 0.14012867
0.00000000 317.95404053 0.14070715
0.00000000 318.00897217 0.14124449
0.00000000 318.00897217 0.14156643
0.00000000 318.06390381 0.14183053
0.00000000 318.11883545 0.14180666
0.00000000 318.17376709 0.14183213
0.00000000 318.22869873 0.14171775
0.00000000 318.33856201 0.14146830
0.00000000 318.44842529 0.14086485
0.00000000 318.55828857 0.14037058
0.00000000 318.66818237 0.13974316
0.00000000 318.88790894 0.13877732
0.00000000 319.10763550 0.13739510
0.00000000 319.60205078 0.13518792
0.00000000 320.04150391 0.13293079
0.00000000 320.37112427 0.13035861
0.00000000 320.70071411 0.12845609
0.00000000 320.92047119 0.12730034
0.00000000 321.14016724 0.12590152
0.00000000 321.30499268 0.12475770
0.00000000 321.57962036 0.12392143
0.00000000 321.79934692 0.12277663
0.00000000 322.01907349 0.12158981
0.00000000 322.23886108 0.12098477
0.00000000 322.45855713 0.12078087
0.00000000 322.62338257 0.12073576
0.00000000 322.73321533 0.12145250
0.00000000 322.84307861 0.12262340
0.00000000 322.89801025 0.12437440
0.00000000 322.95297241 0.12619634
0.00000000 322.95297241 0.12797128
0.00000000 323.00793457 0.12960540
0.00000000 323.06286621 0.13072462
0.00000000 323.11779785 0.13189077
0.00000000 323.17272949 0.13293354
0.00000000 323.22766113 0.13404858
0.00000000 323.28259277 0.13494171
0.00000000 323.33749390 0.13601039
0.00000000 323.39245605 0.13688347
0.00000000 323.44738770 0.13768229
0.00000000 323.50231934 0.13813071
0.00000000 323.55725098 0.13849992
0.00000000 323.66711426 0.13808827
0.00000000 323.94177246 0.13747150
0.00000000 324.16149902 0.13654363
0.00000000 324.38122559 0.13509709
0.00000000 324.76577759 0.13307056
0.00000000 325.26016235 0.13121553
0.00000000 325.58975220 0.12944449
0.00000000 325.86444092 0.12823270
0.00000000 325.97430420 0.12734057
0.00000000 326.08416748 0.12679304
0.00000000 326.19406128 0.12640990
0.00000000 326.30389404 0.12629426
0.00000000 326.41375732 0.12642789
0.00000000 326.52365112 0.12624761
0.00000000 326.63354492 0.12627451
0.00000000 326.74340820 0.12681703
0.00000000 326.79833984 0.12695113
0.00000000 327.01806641 0.12682551
0.00000000 327.18286133 0.12680247
0.00000000 327.34762573 0.12717153
0.00000000 327.45751953 0.12799598
0.00000000 327.56738281 0.12892838
0.00000000 327.62228394 0.13009448
0.00000000 327.67721558 0.13113876
0.00000000 327.73214722 0.13184066
0.00000000 327.73214722 0.13249585
0.00000000 327.78710938 0.13298175
0.00000000 327.78710938 0.13363014
0.00000000 327.84204102 0.13439351
0.00000000 327.89697266 0.13484189
0.00000000 327.95190430 0.13542412
0.00000000 328.00680542 0.13606243
0.00000000 328.00680542 0.13703549
0.00000000 328.06173706 0.13804471
0.00000000 328.06173706 0.13947123
0.00000000 328.11666870 0.14049432
0.00000000 328.11666870 0.14130174
0.00000000 328.17163086 0.14203002
0.00000000 328.22656250 0.14241472
0.00000000 328.22656250 0.14285924
0.00000000 328.22656250 0.14360605
0.00000000 328.28152466 0.14425878
0.00000000 328.33645630 0.14467804
0.00000000 328.33645630 0.14512224
0.00000000 328.39138794 0.14556389
0.00000000 328.44631958 0.14600703
0.00000000 328.50125122 0.14626978
0.00000000 328.55618286 0.14649524
0.00000000 328.66604614 0.14670573
0.00000000 328.72097778 0.14672171
0.00000000 328.83084106 0.14637032
0.00000000 329.05056763 0.14593260
0.00000000 329.21539307 0.14470242
0.00000000 329.43511963 0.14332937
0.00000000 329.70977783 0.14132087
0.00000000 330.03936768 0.13885528
0.00000000 330.36895752 0.13666101
0.00000000 330.69854736 0.13487735
0.00000000 330.91830444 0.13351756
0.00000000 331.08312988 0.13249065
0.00000000 331.24789429 0.13192143
0.00000000 331.41268921 0.13150661
0.00000000 331.46765137 0.13161501
0.00000000 331.52255249 0.13147779
0.00000000 331.63241577 0.13155881
0.00000000 331.74227905 0.13156554
0.00000000 331.85217285 0.13158263
0.00000000 331.96206665 0.13187458
0.00000000 332.12683105 0.13227220
0.00000000 332.29165649 0.13303047
0.00000000 332.40151978 0.13411994
0.00000000 332.56628418 0.13509585
0.00000000 332.67617798 0.13591522
0.00000000 332.78604126 0.13664286
0.00000000 332.84097290 0.13729151
0.00000000 332.89587402 0.13779792
0.00000000 332.95080566 0.13831170
0.00000000 333.00573730 0.13859737
0.00000000 333.06069946 0.13876894
0.00000000 333.11563110 0.13943212
0.00000000 333.11563110 0.14003953
0.00000000 333.11563110 0.14081949
0.00000000 333.11563110 0.14177252
0.00000000 333.11563110 0.14289211
0.00000000 333.17056274 0.14420357
0.00000000 333.17056274 0.14526796
0.00000000 333.17056274 0.14622371
0.00000000 333.17056274 0.14699383
0.00000000 333.22549438 0.14803340
0.00000000 333.22549438 0.14872876
0.00000000 333.22549438 0.14940247
0.00000000 333.28039551 0.14968605
0.00000000 333.33532715 0.14999747
0.00000000 333.33532715 0.15025273
0.00000000 333.39025879 0.15089616
0.00000000 333.39025879 0.15148807
0.00000000 333.44522095 0.15191655
0.00000000 333.44522095 0.15241456
0.00000000 333.44522095 0.15288970
0.00000000 333.44522095 0.15280525
0.00000000 333.50015259 0.15314434
0.00000000 333.50015259 0.15347102
0.00000000 333.50015259 0.15385368
0.00000000 333.55511475 0.15401182
0.00000000 333.55511475 0.15419328
0.00000000 333.61004639 0.15463318
0.00000000 333.61004639 0.15512513
0.00000000 333.61004639 0.15573753
0.00000000 333.66497803 0.15617841
0.00000000 333.66497803 0.15624660
0.00000000 333.66497803 0.15613233
0.00000000 333.71990967 0.15611185
0.00000000 333.71990967 0.15579154
0.00000000 333.77484131 0.15629818
0.00000000 333.82974243 0.15624256
0.00000000 333.88470459 0.15625530
0.00000000 333.93963623 0.15623154
0.00000000 333.99456787 0.15585943
0.00000000 334.10443115 0.15582862
0.00000000 334.15936279 0.15581831
0.00000000 334.26922607 0.15527648
0.00000000 334.43405151 0.15415813
0.00000000 334.65377808 0.15281141
0.00000000 334.87350464 0.15106231
0.00000000 335.20309448 0.14944616
0.00000000 335.47778320 0.14784113
0.00000000 335.69750977 0.14632313
0.00000000 335.91723633 0.14564766
0.00000000 336.02709961 0.14506109
0.00000000 336.13696289 0.14460714
0.00000000 336.19189453 0.14496699
0.00000000 336.24682617 0.14517184
0.00000000 336.24682617 0.14571905
0.00000000 336.30175781 0.14646062
0.00000000 336.35671997 0.14669022
0.00000000 336.41162109 0.14714064
0.00000000 336.41162109 0.14846620
0.00000000 336.46655273 0.14953813
0.00000000 336.52148438 0.15076211
0.00000000 336.52148438 0.15190968
0.00000000 336.57641602 0.15353441
0.00000000 336.57641602 0.15516320
0.00000000 336.57641602 0.15633723
0.00000000 336.63134766 0.15703043
0.00000000 336.63134766 0.15750411
0.00000000 336.68627930 0.15803170
0.00000000 336.74124146 0.15819116
0.00000000 336.79614258 0.15854214
0.00000000 336.79614258 0.15870373
0.00000000 336.85107422 0.15879785
0.00000000 336.90600586 0.15861672
0.00000000 336.96093750 0.15875126
0.00000000 337.01586914 0.15847059
0.00000000 337.07083130 0.15846713
0.00000000 337.18072510 0.15812835
0.00000000 337.29058838 0.15745473
0.00000000 337.40042114 0.15646814
0.00000000 337.51028442 0.15589362
0.00000000 337.56524658 0.15557185
0.00000000 337.67510986 0.15540253
0.00000000 337.73004150 0.15547821
0.00000000 337.78494263 0.15539891
0.00000000 337.83987427 0.15563232
0.00000000 337.89480591 0.15576302
0.00000000 337.94976807 0.15626882
0.00000000 337.94976807 0.15685487
0.00000000 337.94976807 0.15739268
0.00000000 338.00473022 0.15758549
0.00000000 338.00473022 0.15820861
0.00000000 338.05966187 0.15895768
0.00000000 338.05966187 0.15955912
0.00000000 338.05966187 0.16030788
0.00000000 338.11459351 0.16095264
0.00000000 338.16952515 0.16148719
0.00000000 338.16952515 0.16215391
0.00000000 338.16952515 0.16269080
0.00000000 338.16952515 0.16324136
0.00000000 338.22445679 0.16380697
0.00000000 338.22445679 0.16414502
0.00000000 338.22445679 0.16455612
0.00000000 338.22445679 0.16511746
0.00000000 338.22445679 0.16554390
0.00000000 338.22445679 0.16596970
0.00000000 338.27938843 0.16635668
0.00000000 338.27938843 0.16660014
0.00000000 338.27938843 0.16689761
0.00000000 338.33428955 0.16731815
0.00000000 338.33428955 0.16762370
0.00000000 338.33428955 0.16774113
0.00000000 338.33428955 0.16783214
0.00000000 338.33428955 0.16829540
0.00000000 338.38925171 0.16821033
0.00000000 338.38925171 0.16830081
0.00000000 338.38925171 0.16833565
0.00000000 338.44418335 0.16836667
0.00000000 338.44418335 0.16843735
0.00000000 338.49911499 0.16863880
0.00000000 338.49911499 0.16898119
0.00000000 338.49911499 0.16919358
0.00000000 338.49911499 0.16954961
0.00000000 338.55404663 0.16997357
0.00000000 338.55404663 0.17029418
0.00000000 338.60897827 0.17038415
0.00000000 338.60897827 0.17052925
0.00000000 338.66390991 0.17083137
0.00000000 338.66390991 0.17112006
0.00000000 338.66390991 0.17135023
0.00000000 338.71881104 0.17173132
0.00000000 338.71881104 0.17168446
0.00000000 338.77377319 0.17194507
0.00000000 338.77377319 0.17229959
0.00000000 338.82870483 0.17226237
0.00000000 338.82870483 0.17223221
0.00000000 338.88363647 0.17192654
0.00000000 338.99349976 0.17154706
0.00000000 339.04843140 0.17118087
0.00000000 339.15829468 0.17022851
0.00000000 339.32308960 0.16907515
0.00000000 339.48785400 0.16777311
0.00000000 339.70764160 0.16614434
0.00000000 339.98229980 0.16385977
0.00000000 340.25695801 0.16136923
0.00000000 340.64151001 0.15892795
0.00000000 340.97109985 0.15685219
0.00000000 341.19082642 0.15530320
0.00000000 341.41055298 0.15369141
0.00000000 341.68527222 0.15279245
0.00000000 341.79513550 0.15210506
0.00000000 341.85003662 0.15184702
0.00000000 341.90496826 0.15160778
0.00000000 341.95989990 0.15156928
0.00000000 342.06979370 0.15150395
0.00000000 342.17965698 0.15157790
0.00000000 342.34442139 0.15159135
0.00000000 342.50924683 0.15160677
0.00000000 342.67401123 0.15216407
0.00000000 342.78387451 0.15292569
0.00000000 342.89376831 0.15392856
0.00000000 342.94869995 0.15474336
0.00000000 343.00360107 0.15561895
0.00000000 343.05853271 0.15633324
0.00000000 343.11346436 0.15692596
0.00000000 343.16839600 0.15701504
0.00000000 343.22335815 0.15729211
0.00000000 343.27832031 0.15760335
0.00000000 343.33325195 0.15836324
0.00000000 343.38818359 0.15884615
0.00000000 343.38818359 0.15942934
0.00000000 343.44311523 0.16039996
0.00000000 343.44311523 0.16115293
0.00000000 343.44311523 0.16212584
0.00000000 343.44311523 0.16305405
0.00000000 343.49804688 0.16359055
0.00000000 343.49804688 0.16405685
0.00000000 343.49804688 0.16473117
0.00000000 343.49804688 0.16537224
0.00000000 343.49804688 0.16612144
0.00000000 343.49804688 0.16698767
0.00000000 343.49804688 0.16738085
0.00000000 343.49804688 0.16793814
0.00000000 343.49804688 0.16832645
0.00000000 343.49804688 0.16843747
0.00000000 343.55297852 0.16884592
0.00000000 343.55297852 0.16893081
0.00000000 343.55297852 0.16900527
0.00000000 343.55297852 0.16966370
0.00000000 343.55297852 0.17005585
0.00000000 343.55297852 0.17087594
0.00000000 343.60787964 0.17117187
0.00000000 343.60787964 0.17121463
0.00000000 343.60787964 0.17150962
0.00000000 343.60787964 0.17188261
0.00000000 343.60787964 0.17196511
0.00000000 343.60787964 0.17207791
0.00000000 343.60787964 0.17215018
0.00000000 343.60787964 0.17212716
0.00000000 343.66284180 0.17253385
0.00000000 343.66284180 0.17255868
0.00000000 343.66284180 0.17257351
0.00000000 343.66284180 0.17264213
0.00000000 343.66284180 0.17252921
0.00000000 343.66284180 0.17258666
0.00000000 343.66284180 0.17244035
0.00000000 343.71777344 0.17244373
0.00000000 343.71777344 0.17281336
0.00000000 343.71777344 0.17296238
0.00000000 343.77270508 0.17303349
0.00000000 343.77270508 0.17313051
0.00000000 343.82763672 0.17346281
0.00000000 343.82763672 0.17338666
0.00000000 343.88256836 0.17354713
0.00000000 343.88256836 0.17359334
0.00000000 343.93750000 0.17371209
0.00000000 343.93750000 0.17371100
0.00000000 343.99240112 0.17370071
0.00000000 344.04736328 0.17353332
0.00000000 344.10232544 0.17327459
0.00000000 344.21218872 0.17237981
0.00000000 344.32205200 0.17181034
0.00000000 344.54177856 0.17088892
0.00000000 344.70657349 0.16953832
0.00000000 344.92630005 0.16733949
0.00000000 345.36575317 0.16433227
0.00000000 345.75027466 0.16169786
0.00000000 346.13482666 0.15950151
0.00000000 346.35455322 0.15839283
0.00000000 346.51934814 0.15765017
0.00000000 346.57427979 0.15769237
0.00000000 346.57427979 0.15791249
0.00000000 346.57427979 0.15817590
0.00000000 346.57427979 0.15860131
0.00000000 346.57427979 0.15910640
0.00000000 346.62921143 0.15973487
0.00000000 346.62921143 0.16031121
0.00000000 346.62921143 0.16081513
0.00000000 346.62921143 0.16212171
0.00000000 346.68414307 0.16363543
0.00000000 346.68414307 0.16557817
0.00000000 346.68414307 0.16725658
0.00000000 346.73910522 0.16864145
0.00000000 346.73910522 0.16987436
0.00000000 346.79403687 0.17051281
