Tarposition(deg)	position(deg)	Current(A)	Tarposition2(deg)	position2(deg)	Current2(A)
368.00000000 285.59832764 0.01901302 0.00000000 0.00000000 0.00000000
369.00000000 272.30444336 0.02001075 0.00000000 0.00000000 0.00000000
370.00000000 259.12045288 0.02174623 0.00000000 0.00000000 0.00000000
371.00000000 245.60684204 0.02214381 0.00000000 0.00000000 0.00000000
372.00000000 232.03834534 0.02222315 0.00000000 0.00000000 0.00000000
373.00000000 218.08526611 0.02160424 0.00000000 0.00000000 0.00000000
374.00000000 203.58287048 0.02303669 0.00000000 0.00000000 0.00000000
375.00000000 186.99302673 0.02399545 0.00000000 0.00000000 0.00000000
376.00000000 172.32582092 0.02389486 0.00000000 0.00000000 0.00000000
377.00000000 157.82341003 0.02365138 0.00000000 0.00000000 0.00000000
378.00000000 140.90396118 0.02273973 0.00000000 0.00000000 0.00000000
379.00000000 126.18182373 0.02292101 0.00000000 0.00000000 0.00000000
380.00000000 111.73436737 0.02251333 0.00000000 0.00000000 0.00000000
381.00000000 97.12210083 0.02263792 0.00000000 0.00000000 0.00000000
382.00000000 80.97171021 0.02086899 0.00000000 0.00000000 0.00000000
383.00000000 66.41438293 0.02071784 0.00000000 0.00000000 0.00000000
384.00000000 50.81332016 0.01965527 0.00000000 0.00000000 0.00000000
385.00000000 35.54185867 0.02007292 0.00000000 0.00000000 0.00000000
386.00000000 19.11679268 0.02081715 0.00000000 0.00000000 0.00000000
387.00000000 1.15359962 0.01891922 0.00000000 0.00000000 0.00000000
388.00000000 15.71092892 0.01971903 0.00000000 0.00000000 0.00000000
389.00000000 30.48799133 0.01892108 0.00000000 0.00000000 0.00000000
390.00000000 48.17652130 0.01830283 0.00000000 0.00000000 0.00000000
391.00000000 65.64531708 0.01868458 0.00000000 0.00000000 0.00000000
392.00000000 81.35623932 0.01769691 0.00000000 0.00000000 0.00000000
393.00000000 96.90236664 0.01838402 0.00000000 0.00000000 0.00000000
394.00000000 111.84423065 0.01767549 0.00000000 0.00000000 0.00000000
395.00000000 132.00476074 0.01648355 0.00000000 0.00000000 0.00000000
396.00000000 147.22128296 0.01782572 0.00000000 0.00000000 0.00000000
397.00000000 162.05326843 0.01598450 0.00000000 0.00000000 0.00000000
398.00000000 177.15994263 0.01713065 0.00000000 0.00000000 0.00000000
399.00000000 193.09060669 0.01614112 0.00000000 0.00000000 0.00000000
400.00000000 209.40580750 0.01496016 0.00000000 0.00000000 0.00000000
401.00000000 224.29273987 0.01639486 0.00000000 0.00000000 0.00000000
402.00000000 239.89379883 0.01390484 0.00000000 0.00000000 0.00000000
403.00000000 255.38499451 0.01502616 0.00000000 0.00000000 0.00000000
404.00000000 270.87619019 0.01470555 0.00000000 0.00000000 0.00000000
405.00000000 289.93804932 0.01562537 0.00000000 0.00000000 0.00000000
406.00000000 304.93484497 0.01551277 0.00000000 0.00000000 0.00000000
407.00000000 320.75564575 0.01595710 0.00000000 0.00000000 0.00000000
408.00000000 336.46655273 0.01724332 0.00000000 0.00000000 0.00000000
409.00000000 352.39724731 0.01845887 0.00000000 0.00000000 0.00000000
410.00000000 367.88845825 0.01893542 0.00000000 0.00000000 0.00000000
411.00000000 387.71936035 0.02033470 0.00000000 0.00000000 0.00000000
412.00000000 403.75988770 0.02099162 0.00000000 0.00000000 0.00000000
413.00000000 421.55831909 0.02166851 0.00000000 0.00000000 0.00000000
414.00000000 436.99450684 0.02057133 0.00000000 0.00000000 0.00000000
415.00000000 452.70550537 0.02227883 0.00000000 0.00000000 0.00000000
416.00000000 469.51504517 0.02328721 0.00000000 0.00000000 0.00000000
417.00000000 485.77529907 0.02460762 0.00000000 0.00000000 0.00000000
418.00000000 501.48626709 0.02396491 0.00000000 0.00000000 0.00000000
419.00000000 517.96624756 0.02364980 0.00000000 0.00000000 0.00000000
420.00000000 534.28149414 0.02423615 0.00000000 0.00000000 0.00000000
421.00000000 550.21209717 0.02596603 0.00000000 0.00000000 0.00000000
422.00000000 566.08782959 0.02662045 0.00000000 0.00000000 0.00000000
423.00000000 586.46813965 0.02541754 0.00000000 0.00000000 0.00000000
424.00000000 601.95928955 0.02613790 0.00000000 0.00000000 0.00000000
425.00000000 620.63659668 0.02558527 0.00000000 0.00000000 0.00000000
426.00000000 646.07080078 0.02463769 0.00000000 0.00000000 0.00000000
427.00000000 667.60461426 0.02212239 0.00000000 0.00000000 0.00000000
428.00000000 682.87603760 0.02242830 0.00000000 0.00000000 0.00000000
429.00000000 698.75183105 0.02171992 0.00000000 0.00000000 0.00000000
430.00000000 713.47387695 0.02256405 0.00000000 0.00000000 0.00000000
431.00000000 733.08508301 0.02092400 0.00000000 0.00000000 0.00000000
432.00000000 749.07073975 0.01953312 0.00000000 0.00000000 0.00000000
433.00000000 765.05633545 0.01992897 0.00000000 0.00000000 0.00000000
434.00000000 779.83337402 0.01919873 0.00000000 0.00000000 0.00000000
435.00000000 796.91766357 0.01678864 0.00000000 0.00000000 0.00000000
436.00000000 814.16668701 0.01372451 0.00000000 0.00000000 0.00000000
437.00000000 830.97631836 0.01213432 0.00000000 0.00000000 0.00000000
438.00000000 852.29046631 0.01133650 0.00000000 0.00000000 0.00000000
439.00000000 866.84783936 0.01189053 0.00000000 0.00000000 0.00000000
440.00000000 881.40502930 0.01239262 0.00000000 0.00000000 0.00000000
441.00000000 896.29205322 0.01196310 0.00000000 0.00000000 0.00000000
442.00000000 911.17895508 0.01371850 0.00000000 0.00000000 0.00000000
443.00000000 926.61529541 0.01270237 0.00000000 0.00000000 0.00000000
444.00000000 941.99652100 0.01319474 0.00000000 0.00000000 0.00000000
445.00000000 959.52026367 0.01146452 0.00000000 0.00000000 0.00000000
446.00000000 979.57086182 0.01228681 0.00000000 0.00000000 0.00000000
447.00000000 994.12823486 0.01186446 0.00000000 0.00000000 0.00000000
448.00000000 1021.26525879 0.01456724 0.00000000 0.00000000 0.00000000
449.00000000 1035.54797363 0.01584076 0.00000000 0.00000000 0.00000000
450.00000000 1049.83068848 0.01568578 0.00000000 0.00000000 0.00000000
451.00000000 1067.51928711 0.01625318 0.00000000 0.00000000 0.00000000
452.00000000 1082.73571777 0.01792000 0.00000000 0.00000000 0.00000000
453.00000000 1098.94104004 0.01952117 0.00000000 0.00000000 0.00000000
454.00000000 1113.22375488 0.01771528 0.00000000 0.00000000 0.00000000
455.00000000 1127.72595215 0.01702748 0.00000000 0.00000000 0.00000000
456.00000000 1153.65454102 0.01647538 0.00000000 0.00000000 0.00000000
457.00000000 1168.54150391 0.01668370 0.00000000 0.00000000 0.00000000
458.00000000 1182.76916504 0.01324994 0.00000000 0.00000000 0.00000000
459.00000000 1197.43652344 0.01476926 0.00000000 0.00000000 0.00000000
460.00000000 1212.76281738 0.01445404 0.00000000 0.00000000 0.00000000
461.00000000 1229.18786621 0.01431765 0.00000000 0.00000000 0.00000000
462.00000000 1243.85510254 0.01127227 0.00000000 0.00000000 0.00000000
463.00000000 1260.44494629 0.01086747 0.00000000 0.00000000 0.00000000
464.00000000 1275.33190918 0.01071943 0.00000000 0.00000000 0.00000000
465.00000000 1291.04284668 0.01097607 0.00000000 0.00000000 0.00000000
466.00000000 1305.92968750 0.01195733 0.00000000 0.00000000 0.00000000
467.00000000 1322.95898438 0.01272169 0.00000000 0.00000000 0.00000000
468.00000000 1338.34045410 0.01288014 0.00000000 0.00000000 0.00000000
469.00000000 1356.52331543 0.01419620 0.00000000 0.00000000 0.00000000
470.00000000 1375.20068359 0.01426860 0.00000000 0.00000000 0.00000000
471.00000000 1390.03259277 0.01736266 0.00000000 0.00000000 0.00000000
472.00000000 1405.46887207 0.01560487 0.00000000 0.00000000 0.00000000
473.00000000 1421.83898926 0.01722759 0.00000000 0.00000000 0.00000000
474.00000000 1436.94580078 0.01822807 0.00000000 0.00000000 0.00000000
475.00000000 1453.20581055 0.01733296 0.00000000 0.00000000 0.00000000
476.00000000 1468.47741699 0.01846497 0.00000000 0.00000000 0.00000000
477.00000000 1484.68286133 0.02016423 0.00000000 0.00000000 0.00000000
478.00000000 1500.50354004 0.02024375 0.00000000 0.00000000 0.00000000
479.00000000 1515.88488770 0.02071985 0.00000000 0.00000000 0.00000000
480.00000000 1533.02416992 0.02135156 0.00000000 0.00000000 0.00000000
481.00000000 1548.68005371 0.02161464 0.00000000 0.00000000 0.00000000
482.00000000 1564.17126465 0.02051367 0.00000000 0.00000000 0.00000000
483.00000000 1580.04699707 0.02082310 0.00000000 0.00000000 0.00000000
484.00000000 1595.64794922 0.02269521 0.00000000 0.00000000 0.00000000
485.00000000 1611.46887207 0.02040375 0.00000000 0.00000000 0.00000000
486.00000000 1627.12487793 0.02057231 0.00000000 0.00000000 0.00000000
487.00000000 1643.54980469 0.02194316 0.00000000 0.00000000 0.00000000
488.00000000 1659.37072754 0.02310296 0.00000000 0.00000000 0.00000000
489.00000000 1675.57604980 0.02187273 0.00000000 0.00000000 0.00000000
490.00000000 1692.05590820 0.02161557 0.00000000 0.00000000 0.00000000
491.00000000 1713.69970703 0.02155839 0.00000000 0.00000000 0.00000000
492.00000000 1729.41064453 0.02195939 0.00000000 0.00000000 0.00000000
493.00000000 1746.27502441 0.02331643 0.00000000 0.00000000 0.00000000
494.00000000 1762.37048340 0.02275484 0.00000000 0.00000000 0.00000000
495.00000000 1778.02673340 0.02258715 0.00000000 0.00000000 0.00000000
496.00000000 1799.56054688 0.02351084 0.00000000 0.00000000 0.00000000
497.00000000 1784.39892578 0.02425824 0.00000000 0.00000000 0.00000000
498.00000000 1768.68811035 0.02504169 0.00000000 0.00000000 0.00000000
499.00000000 1753.30676270 0.02261411 0.00000000 0.00000000 0.00000000
500.00000000 1737.10119629 0.02305885 0.00000000 0.00000000 0.00000000
500.00000000 1719.74255371 0.02318932 0.00000000 0.00000000 0.00000000
500.00000000 1704.36108398 0.02368924 0.00000000 0.00000000 0.00000000
500.00000000 1689.74877930 0.02496158 0.00000000 0.00000000 0.00000000
500.00000000 1670.68701172 0.02533741 0.00000000 0.00000000 0.00000000
500.00000000 1657.50292969 0.02592519 0.00000000 0.00000000 0.00000000
500.00000000 1644.64855957 0.02759901 0.00000000 0.00000000 0.00000000
500.00000000 1632.67297363 0.02612955 0.00000000 0.00000000 0.00000000
500.00000000 1616.68737793 0.02492363 0.00000000 0.00000000 0.00000000
500.00000000 1606.85437012 0.02390100 0.00000000 0.00000000 0.00000000
500.00000000 1595.97766113 0.02367683 0.00000000 0.00000000 0.00000000
500.00000000 1586.96850586 0.02306291 0.00000000 0.00000000 0.00000000
500.00000000 1577.84973145 0.02098063 0.00000000 0.00000000 0.00000000
500.00000000 1568.62097168 0.01997744 0.00000000 0.00000000 0.00000000
500.00000000 1561.20483398 0.01998919 0.00000000 0.00000000 0.00000000
500.00000000 1553.12976074 0.02007636 0.00000000 0.00000000 0.00000000
500.00000000 1546.64746094 0.01904981 0.00000000 0.00000000 0.00000000
500.00000000 1540.11047363 0.01805262 0.00000000 0.00000000 0.00000000
500.00000000 1534.39746094 0.01579085 0.00000000 0.00000000 0.00000000
500.00000000 1528.62939453 0.01431304 0.00000000 0.00000000 0.00000000
500.00000000 1523.02612305 0.01361265 0.00000000 0.00000000 0.00000000
500.00000000 1517.42309570 0.01227363 0.00000000 0.00000000 0.00000000
500.00000000 1512.91845703 0.01123133 0.00000000 0.00000000 0.00000000
500.00000000 1508.13928223 0.01096862 0.00000000 0.00000000 0.00000000
500.00000000 1504.01928711 0.01080372 0.00000000 0.00000000 0.00000000
500.00000000 1500.17395020 0.00982270 0.00000000 0.00000000 0.00000000
500.00000000 1496.27380371 0.00926681 0.00000000 0.00000000 0.00000000
500.00000000 1492.53820801 0.00917750 0.00000000 0.00000000 0.00000000
500.00000000 1489.07751465 0.00924468 0.00000000 0.00000000 0.00000000
500.00000000 1486.11096191 0.00880426 0.00000000 0.00000000 0.00000000
500.00000000 1483.19958496 0.00798634 0.00000000 0.00000000 0.00000000
500.00000000 1480.23315430 0.00763559 0.00000000 0.00000000 0.00000000
500.00000000 1477.65112305 0.00737715 0.00000000 0.00000000 0.00000000
500.00000000 1474.41027832 0.00755146 0.00000000 0.00000000 0.00000000
500.00000000 1472.21301270 0.00741719 0.00000000 0.00000000 0.00000000
500.00000000 1469.79577637 0.00716389 0.00000000 0.00000000 0.00000000
500.00000000 1467.92822266 0.00731319 0.00000000 0.00000000 0.00000000
500.00000000 1465.23632812 0.00677929 0.00000000 0.00000000 0.00000000
500.00000000 1463.53332520 0.00646918 0.00000000 0.00000000 0.00000000
500.00000000 1461.83044434 0.00635331 0.00000000 0.00000000 0.00000000
500.00000000 1459.74304199 0.00624619 0.00000000 0.00000000 0.00000000
500.00000000 1458.09509277 0.00662690 0.00000000 0.00000000 0.00000000
500.00000000 1456.77661133 0.00629409 0.00000000 0.00000000 0.00000000
500.00000000 1455.07360840 0.00587621 0.00000000 0.00000000 0.00000000
500.00000000 1453.37060547 0.00566184 0.00000000 0.00000000 0.00000000
500.00000000 1452.27209473 0.00550972 0.00000000 0.00000000 0.00000000
500.00000000 1451.11853027 0.00545485 0.00000000 0.00000000 0.00000000
500.00000000 1450.12963867 0.00550718 0.00000000 0.00000000 0.00000000
500.00000000 1449.19592285 0.00527694 0.00000000 0.00000000 0.00000000
500.00000000 1448.37182617 0.00500191 0.00000000 0.00000000 0.00000000
500.00000000 1447.49291992 0.00444744 0.00000000 0.00000000 0.00000000
500.00000000 1446.66882324 0.00399366 0.00000000 0.00000000 0.00000000
500.00000000 1445.89978027 0.00375490 0.00000000 0.00000000 0.00000000
500.00000000 1445.29565430 0.00383943 0.00000000 0.00000000 0.00000000
500.00000000 1444.36169434 0.00384554 0.00000000 0.00000000 0.00000000
500.00000000 1443.70251465 0.00381457 0.00000000 0.00000000 0.00000000
500.00000000 1443.15307617 0.00348439 0.00000000 0.00000000 0.00000000
500.00000000 1442.71362305 0.00363532 0.00000000 0.00000000 0.00000000
500.00000000 1442.16430664 0.00418892 0.00000000 0.00000000 0.00000000
500.00000000 1441.77978516 0.00434710 0.00000000 0.00000000 0.00000000
500.00000000 1441.28540039 0.00448195 0.00000000 0.00000000 0.00000000
500.00000000 1440.90087891 0.00424390 0.00000000 0.00000000 0.00000000
500.00000000 1440.51635742 0.00401633 0.00000000 0.00000000 0.00000000
500.00000000 1440.13183594 0.00366571 0.00000000 0.00000000 0.00000000
500.00000000 1439.80224609 0.00325491 0.00000000 0.00000000 0.00000000
500.00000000 1439.47265625 0.00326754 0.00000000 0.00000000 0.00000000
500.00000000 1439.08813477 0.00331400 0.00000000 0.00000000 0.00000000
500.00000000 1438.75854492 0.00319150 0.00000000 0.00000000 0.00000000
500.00000000 1438.48388672 0.00307672 0.00000000 0.00000000 0.00000000
500.00000000 1438.20922852 0.00297493 0.00000000 0.00000000 0.00000000
500.00000000 1437.93457031 0.00271022 0.00000000 0.00000000 0.00000000
500.00000000 1437.71484375 0.00266626 0.00000000 0.00000000 0.00000000
500.00000000 1437.49511719 0.00256386 0.00000000 0.00000000 0.00000000
500.00000000 1437.27539062 0.00205844 0.00000000 0.00000000 0.00000000
500.00000000 1437.11059570 0.00161868 0.00000000 0.00000000 0.00000000
500.00000000 1436.89086914 0.00152813 0.00000000 0.00000000 0.00000000
500.00000000 1436.78100586 0.00163024 0.00000000 0.00000000 0.00000000
500.00000000 1436.61621094 0.00167276 0.00000000 0.00000000 0.00000000
500.00000000 1436.45141602 0.00188343 0.00000000 0.00000000 0.00000000
500.00000000 1436.34155273 0.00217453 0.00000000 0.00000000 0.00000000
500.00000000 1436.23168945 0.00248731 0.00000000 0.00000000 0.00000000
500.00000000 1436.12170410 0.00263316 0.00000000 0.00000000 0.00000000
500.00000000 1436.01184082 0.00301979 0.00000000 0.00000000 0.00000000
500.00000000 1435.84692383 0.00325175 0.00000000 0.00000000 0.00000000
500.00000000 1435.79211426 0.00380603 0.00000000 0.00000000 0.00000000
500.00000000 1435.68225098 0.00392938 0.00000000 0.00000000 0.00000000
500.00000000 1435.62731934 0.00389600 0.00000000 0.00000000 0.00000000
500.00000000 1435.57226562 0.00403558 0.00000000 0.00000000 0.00000000
500.00000000 1435.51745605 0.00415879 0.00000000 0.00000000 0.00000000
500.00000000 1435.40759277 0.00433533 0.00000000 0.00000000 0.00000000
500.00000000 1435.35266113 0.00450878 0.00000000 0.00000000 0.00000000
500.00000000 1435.35266113 0.00473672 0.00000000 0.00000000 0.00000000
500.00000000 1435.29772949 0.00483254 0.00000000 0.00000000 0.00000000
500.00000000 1435.24279785 0.00484791 0.00000000 0.00000000 0.00000000
500.00000000 1435.18774414 0.00488962 0.00000000 0.00000000 0.00000000
500.00000000 1435.13293457 0.00490748 0.00000000 0.00000000 0.00000000
500.00000000 1435.07788086 0.00499836 0.00000000 0.00000000 0.00000000
500.00000000 1435.07788086 0.00511988 0.00000000 0.00000000 0.00000000
500.00000000 1435.02307129 0.00499836 0.00000000 0.00000000 0.00000000
500.00000000 1435.02307129 0.00511347 0.00000000 0.00000000 0.00000000
500.00000000 1434.96813965 0.00495868 0.00000000 0.00000000 0.00000000
500.00000000 1434.91320801 0.00497717 0.00000000 0.00000000 0.00000000
500.00000000 1434.91320801 0.00533917 0.00000000 0.00000000 0.00000000
500.00000000 1434.85827637 0.00535543 0.00000000 0.00000000 0.00000000
500.00000000 1434.85827637 0.00538925 0.00000000 0.00000000 0.00000000
500.00000000 1434.85827637 0.00547146 0.00000000 0.00000000 0.00000000
500.00000000 1434.80322266 0.00541275 0.00000000 0.00000000 0.00000000
500.00000000 1434.80322266 0.00557802 0.00000000 0.00000000 0.00000000
500.00000000 1434.80322266 0.00558395 0.00000000 0.00000000 0.00000000
500.00000000 1434.74841309 0.00580872 0.00000000 0.00000000 0.00000000
500.00000000 1434.74841309 0.00593345 0.00000000 0.00000000 0.00000000
500.00000000 1434.69335938 0.00618207 0.00000000 0.00000000 0.00000000
500.00000000 1434.69335938 0.00616264 0.00000000 0.00000000 0.00000000
500.00000000 1434.69335938 0.00625943 0.00000000 0.00000000 0.00000000
500.00000000 1434.69335938 0.00625743 0.00000000 0.00000000 0.00000000
500.00000000 1434.69335938 0.00610496 0.00000000 0.00000000 0.00000000
500.00000000 1434.63854980 0.00603549 0.00000000 0.00000000 0.00000000
500.00000000 1434.63854980 0.00600290 0.00000000 0.00000000 0.00000000
500.00000000 1434.63854980 0.00587622 0.00000000 0.00000000 0.00000000
500.00000000 1434.63854980 0.00583688 0.00000000 0.00000000 0.00000000
500.00000000 1434.63854980 0.00599689 0.00000000 0.00000000 0.00000000
500.00000000 1434.63854980 0.00593265 0.00000000 0.00000000 0.00000000
500.00000000 1434.63854980 0.00582530 0.00000000 0.00000000 0.00000000
500.00000000 1434.63854980 0.00549757 0.00000000 0.00000000 0.00000000
500.00000000 1434.63854980 0.00547074 0.00000000 0.00000000 0.00000000
500.00000000 1434.58361816 0.00555417 0.00000000 0.00000000 0.00000000
500.00000000 1434.58361816 0.00554838 0.00000000 0.00000000 0.00000000
500.00000000 1434.58361816 0.00557078 0.00000000 0.00000000 0.00000000
500.00000000 1434.58361816 0.00549186 0.00000000 0.00000000 0.00000000
